claim_id,shipment_id,claim_amount,claim_reason,claim_status
CL04477,S074637,2027,Late Delivery,Under Review
CL04478,S040477,8745,Late Delivery,Under Review
CL04479,S036576,3705,Lost Container,Closed
CL04480,S071473,13474,Damage,Under Review
CL04481,S086431,6624,Lost Container,Under Review
CL04482,S030255,3982,Lost Container,Under Review
CL04483,S077482,2709,Late Delivery,Under Review
CL04484,S081976,3223,Damage,Open
CL04485,S044469,5500,Damage,Under Review
CL04486,S044697,7276,Damage,Closed
CL04487,S009831,6330,Lost Container,Open
CL04488,S047587,2737,Lost Container,Under Review
CL04489,S020483,4636,Damage,Open
CL04490,S083753,3423,Customs Issue,Under Review
CL04491,S034448,12090,Lost Container,Closed
CL04492,S064345,4920,Customs Issue,Closed
CL04493,S086320,4765,Late Delivery,Open
CL04494,S059598,5095,Late Delivery,Open
CL04495,S092501,8315,Damage,Open
CL04496,S017046,1393,Lost Container,Closed
CL04497,S061236,8669,Damage,Under Review
CL04498,S030713,7467,Lost Container,Closed
CL04499,S037216,8130,Lost Container,Closed
CL04500,S049211,11931,Late Delivery,Open
CL04501,S085876,4374,Late Delivery,Open
CL04502,S031286,11443,Lost Container,Open
CL04503,S052874,10845,Lost Container,Under Review
CL04504,S051557,6873,Customs Issue,Closed
CL04505,S055373,4416,Lost Container,Under Review
CL04506,S044683,12916,Customs Issue,Open
CL04507,S003618,5652,Lost Container,Open
CL04508,S081070,591,Customs Issue,Closed
CL04509,S098315,863,Late Delivery,Under Review
CL04510,S007489,10269,Late Delivery,Closed
CL04511,S055502,1083,Lost Container,Closed
CL04512,S099565,2417,Customs Issue,Under Review
CL04513,S073716,9888,Customs Issue,Open
CL04514,S009722,11227,Lost Container,Closed
CL04515,S013378,14189,Late Delivery,Closed
CL04516,S051583,13114,Damage,Under Review
CL04517,S013150,10049,Customs Issue,Open
CL04518,S057760,6525,Late Delivery,Open
CL04519,S004704,10382,Lost Container,Open
CL04520,S026449,6947,Lost Container,Open
CL04521,S013382,4507,Lost Container,Under Review
CL04522,S089075,4489,Late Delivery,Open
CL04523,S026774,6933,Lost Container,Under Review
CL04524,S099909,1185,Customs Issue,Closed
CL04525,S058861,6908,Customs Issue,Closed
CL04526,S059874,3488,Lost Container,Open
CL04527,S075797,1515,Damage,Under Review
CL04528,S080165,7144,Customs Issue,Under Review
CL04529,S051087,7219,Lost Container,Closed
CL04530,S060195,10686,Late Delivery,Open
CL04531,S034185,11194,Lost Container,Open
CL04532,S065000,4082,Lost Container,Closed
CL04533,S091448,4832,Customs Issue,Under Review
CL04534,S074234,1830,Customs Issue,Open
CL04535,S052843,670,Customs Issue,Open
CL04536,S032363,2183,Damage,Open
CL04537,S082329,4312,Lost Container,Open
CL04538,S036337,6896,Customs Issue,Closed
CL04539,S015605,1319,Damage,Open
CL04540,S011427,7412,Customs Issue,Closed
CL04541,S085710,13507,Damage,Open
CL04542,S067536,8878,Damage,Open
CL04543,S012446,3333,Customs Issue,Closed
CL04544,S021558,13521,Damage,Closed
CL04545,S018528,8916,Damage,Closed
CL04546,S092001,1026,Damage,Closed
CL04547,S055996,6019,Lost Container,Open
CL04548,S099961,513,Damage,Closed
CL04549,S063617,12270,Late Delivery,Closed
CL04550,S047825,8422,Late Delivery,Open
CL04551,S041722,6164,Late Delivery,Open
CL04552,S092018,7886,Damage,Open
CL04553,S048750,13736,Lost Container,Closed
CL04554,S022516,13878,Damage,Open
CL04555,S026526,4048,Damage,Under Review
CL04556,S038180,5220,Damage,Under Review
CL04557,S077290,8140,Damage,Closed
CL04558,S093972,12279,Late Delivery,Closed
CL04559,S009217,11992,Lost Container,Open
CL04560,S063805,8682,Lost Container,Open
CL04561,S082476,5544,Damage,Under Review
CL04562,S014190,10933,Late Delivery,Under Review
CL04563,S020697,10122,Lost Container,Under Review
CL04564,S018496,2350,Late Delivery,Under Review
CL04565,S082872,4054,Late Delivery,Closed
CL04566,S020011,532,Late Delivery,Under Review
CL04567,S007056,2829,Damage,Under Review
CL04568,S084067,3618,Lost Container,Open
CL04569,S049101,5902,Lost Container,Under Review
CL04570,S022652,12156,Damage,Under Review
CL04571,S064584,1958,Late Delivery,Open
CL04572,S018993,7948,Damage,Open
CL04573,S097190,1032,Late Delivery,Closed
CL04574,S077537,7389,Late Delivery,Closed
CL04575,S014266,6843,Late Delivery,Closed
CL04576,S065644,5260,Customs Issue,Open
CL04577,S007977,6737,Late Delivery,Closed
CL04578,S098704,13868,Late Delivery,Closed
CL04579,S070021,543,Late Delivery,Open
CL04580,S087083,5389,Damage,Closed
CL04581,S000265,14624,Customs Issue,Under Review
CL04582,S002479,3693,Damage,Open
CL04583,S071706,3050,Damage,Under Review
CL04584,S047948,4922,Late Delivery,Open
CL04585,S099656,12382,Late Delivery,Open
CL04586,S021217,13423,Damage,Open
CL04587,S047710,2149,Customs Issue,Under Review
CL04588,S013833,9717,Late Delivery,Closed
CL04589,S067909,12565,Customs Issue,Open
CL04590,S096658,2923,Late Delivery,Under Review
CL04591,S017076,13470,Customs Issue,Closed
CL04592,S016620,13358,Late Delivery,Open
CL04593,S056532,9407,Lost Container,Open
CL04594,S085767,7440,Damage,Open
CL04595,S075563,856,Damage,Closed
CL04596,S048811,14549,Damage,Closed
CL04597,S017751,14617,Damage,Open
CL04598,S068180,2230,Damage,Closed
CL04599,S044515,3203,Customs Issue,Under Review
CL04600,S075898,9567,Late Delivery,Closed
CL04601,S070260,13538,Lost Container,Open
CL04602,S067584,8108,Lost Container,Closed
CL04603,S051736,5039,Late Delivery,Open
CL04604,S004520,13014,Lost Container,Under Review
CL04605,S022237,5130,Late Delivery,Under Review
CL04606,S094314,10447,Lost Container,Open
CL04607,S084418,12394,Lost Container,Under Review
CL04608,S093750,10714,Damage,Open
CL04609,S048501,5179,Customs Issue,Open
CL04610,S036539,7045,Lost Container,Open
CL04611,S023793,9317,Customs Issue,Open
CL04612,S092064,5798,Customs Issue,Open
CL04613,S029347,10475,Late Delivery,Closed
CL04614,S045205,11442,Late Delivery,Open
CL04615,S069792,1241,Customs Issue,Under Review
CL04616,S069623,1901,Damage,Closed
CL04617,S006643,7700,Lost Container,Open
CL04618,S020470,3691,Late Delivery,Closed
CL04619,S077744,12195,Damage,Closed
CL04620,S086040,12391,Late Delivery,Open
CL04621,S087678,13400,Customs Issue,Under Review
CL04622,S065561,575,Late Delivery,Under Review
CL04623,S053432,5317,Late Delivery,Open
CL04624,S040243,12928,Customs Issue,Under Review
CL04625,S068830,10336,Lost Container,Under Review
CL04626,S080025,11228,Late Delivery,Under Review
CL04627,S044549,3897,Customs Issue,Open
CL04628,S091044,10138,Lost Container,Closed
CL04629,S087162,12766,Lost Container,Closed
CL04630,S030170,6048,Lost Container,Closed
CL04631,S090123,3631,Damage,Open
CL04632,S028799,13181,Lost Container,Closed
CL04633,S028758,4445,Customs Issue,Under Review
CL04634,S064672,7663,Late Delivery,Under Review
CL04635,S022233,10941,Late Delivery,Closed
CL04636,S002056,5509,Lost Container,Closed
CL04637,S071912,11079,Late Delivery,Closed
CL04638,S092854,14816,Damage,Closed
CL04639,S032792,14428,Lost Container,Open
CL04640,S057429,1253,Damage,Open
CL04641,S047467,4584,Damage,Under Review
CL04642,S069380,12744,Lost Container,Closed
CL04643,S000750,11157,Late Delivery,Open
CL04644,S030652,8471,Customs Issue,Closed
CL04645,S035647,5331,Late Delivery,Closed
CL04646,S078981,1854,Late Delivery,Closed
CL04647,S018045,9040,Late Delivery,Open
CL04648,S087054,8806,Customs Issue,Open
CL04649,S013319,2474,Customs Issue,Open
CL04650,S090359,10003,Late Delivery,Under Review
CL04651,S019643,3269,Lost Container,Closed
CL04652,S095055,5767,Customs Issue,Closed
CL04653,S004655,2279,Late Delivery,Under Review
CL04654,S043334,2987,Lost Container,Closed
CL04655,S029341,4318,Late Delivery,Closed
CL04656,S046371,1090,Late Delivery,Closed
CL04657,S028652,5495,Late Delivery,Under Review
CL04658,S045940,9440,Customs Issue,Open
CL04659,S039837,3741,Customs Issue,Under Review
CL04660,S047179,4994,Damage,Closed
CL04661,S049013,9859,Damage,Under Review
CL04662,S013306,6770,Damage,Open
CL04663,S035645,6291,Late Delivery,Under Review
CL04664,S026654,13369,Damage,Closed
CL04665,S036464,14328,Customs Issue,Open
CL04666,S018631,10574,Lost Container,Closed
CL04667,S013819,3803,Customs Issue,Closed
CL04668,S053831,8556,Late Delivery,Closed
CL04669,S071733,10368,Lost Container,Under Review
CL04670,S056249,13939,Late Delivery,Under Review
CL04671,S036969,14332,Customs Issue,Open
CL04672,S088087,10286,Lost Container,Open
CL04673,S077248,13261,Customs Issue,Open
CL04674,S000290,13172,Late Delivery,Under Review
CL04675,S096506,8252,Customs Issue,Under Review
CL04676,S076211,12973,Damage,Closed
CL04677,S057439,11209,Late Delivery,Closed
CL04678,S010427,9751,Late Delivery,Open
CL04679,S002545,6639,Damage,Under Review
CL04680,S011545,13547,Customs Issue,Open
CL04681,S012029,923,Lost Container,Open
CL04682,S065333,5191,Damage,Under Review
CL04683,S021027,12834,Customs Issue,Open
CL04684,S027885,2441,Damage,Under Review
CL04685,S086181,926,Lost Container,Under Review
CL04686,S001330,11963,Customs Issue,Under Review
CL04687,S058419,10060,Late Delivery,Open
CL04688,S088244,13136,Damage,Under Review
CL04689,S031820,8052,Lost Container,Closed
CL04690,S000354,7325,Damage,Closed
CL04691,S014332,2261,Lost Container,Under Review
CL04692,S017206,853,Lost Container,Open
CL04693,S087824,3072,Late Delivery,Open
CL04694,S052710,5476,Lost Container,Under Review
CL04695,S026919,1590,Lost Container,Closed
CL04696,S054245,11828,Late Delivery,Open
CL04697,S038597,10761,Late Delivery,Open
CL04698,S070516,5334,Damage,Open
CL04699,S076757,8487,Damage,Under Review
CL04700,S004307,13351,Customs Issue,Closed
CL04701,S089600,4611,Damage,Closed
CL04702,S086425,5851,Lost Container,Under Review
CL04703,S034521,3757,Customs Issue,Under Review
CL04704,S086514,4850,Customs Issue,Open
CL04705,S074375,9463,Damage,Open
CL04706,S023514,4621,Lost Container,Closed
CL04707,S025802,13960,Late Delivery,Closed
CL04708,S056584,14067,Lost Container,Closed
CL04709,S083061,506,Customs Issue,Under Review
CL04710,S087517,4954,Customs Issue,Open
CL04711,S061570,10861,Customs Issue,Under Review
CL04712,S080161,12167,Damage,Closed
CL04713,S067764,12616,Late Delivery,Under Review
CL04714,S092393,10466,Customs Issue,Closed
CL04715,S040470,9880,Damage,Open
CL04716,S010630,5484,Late Delivery,Closed
CL04717,S060974,11713,Damage,Closed
CL04718,S021919,1536,Customs Issue,Closed
CL04719,S058129,6626,Late Delivery,Under Review
CL04720,S040940,890,Damage,Closed
CL04721,S077937,5755,Customs Issue,Closed
CL04722,S039602,14606,Damage,Closed
CL04723,S047384,1147,Customs Issue,Open
CL04724,S061670,12851,Lost Container,Closed
CL04725,S006315,1337,Customs Issue,Open
CL04726,S000522,1913,Lost Container,Open
CL04727,S097482,14378,Customs Issue,Under Review
CL04728,S088300,9339,Lost Container,Open
CL04729,S081664,3169,Late Delivery,Closed
CL04730,S036820,4262,Late Delivery,Under Review
CL04731,S079543,6648,Damage,Under Review
CL04732,S076404,11040,Lost Container,Under Review
CL04733,S066863,6329,Damage,Closed
CL04734,S062685,14881,Customs Issue,Open
CL04735,S055752,11853,Customs Issue,Under Review
CL04736,S095075,4980,Lost Container,Closed
CL04737,S039543,5332,Damage,Under Review
CL04738,S041154,9318,Late Delivery,Closed
CL04739,S063114,10458,Lost Container,Under Review
CL04740,S034616,7418,Lost Container,Open
CL04741,S095686,12758,Late Delivery,Open
CL04742,S034409,14818,Late Delivery,Under Review
CL04743,S023473,2231,Damage,Open
CL04744,S015302,1890,Late Delivery,Closed
CL04745,S006180,6764,Late Delivery,Open
CL04746,S025571,6276,Customs Issue,Closed
CL04747,S005297,6443,Customs Issue,Closed
CL04748,S030140,3299,Damage,Open
CL04749,S036213,2709,Late Delivery,Open
CL04750,S029302,9736,Damage,Closed
CL04751,S052046,13117,Late Delivery,Open
CL04752,S040906,5922,Damage,Closed
CL04753,S095906,5876,Damage,Open
CL04754,S005230,7765,Lost Container,Closed
CL04755,S025675,8941,Customs Issue,Open
CL04756,S074629,6015,Lost Container,Closed
CL04757,S070017,11172,Damage,Open
CL04758,S003932,2922,Customs Issue,Closed
CL04759,S017195,14959,Lost Container,Closed
CL04760,S009655,9769,Customs Issue,Open
CL04761,S007654,12730,Lost Container,Open
CL04762,S020854,9901,Customs Issue,Under Review
CL04763,S048044,8097,Lost Container,Open
CL04764,S064331,10854,Customs Issue,Under Review
CL04765,S002871,2719,Customs Issue,Under Review
CL04766,S069545,2301,Late Delivery,Open
CL04767,S040240,1057,Lost Container,Under Review
CL04768,S045526,1292,Customs Issue,Under Review
CL04769,S032970,6645,Lost Container,Closed
CL04770,S076318,4473,Customs Issue,Under Review
CL04771,S098913,11229,Late Delivery,Closed
CL04772,S093296,2956,Late Delivery,Under Review
CL04773,S054991,8026,Late Delivery,Closed
CL04774,S013423,14766,Customs Issue,Under Review
CL04775,S088695,13416,Damage,Under Review
CL04776,S094275,840,Lost Container,Under Review
CL04777,S095717,12285,Customs Issue,Closed
CL04778,S089289,2750,Customs Issue,Closed
CL04779,S073187,684,Late Delivery,Open
CL04780,S097819,11471,Damage,Under Review
CL04781,S050303,10630,Late Delivery,Closed
CL04782,S027816,12266,Late Delivery,Under Review
CL04783,S074965,11763,Damage,Open
CL04784,S037133,1399,Late Delivery,Under Review
CL04785,S042523,9503,Late Delivery,Under Review
CL04786,S008056,4602,Late Delivery,Under Review
CL04787,S073930,14429,Damage,Closed
CL04788,S042012,8276,Late Delivery,Under Review
CL04789,S046845,8290,Damage,Open
CL04790,S051473,11421,Damage,Closed
CL04791,S017009,5454,Damage,Open
CL04792,S006354,6578,Lost Container,Open
CL04793,S034691,12673,Customs Issue,Closed
CL04794,S090578,2971,Customs Issue,Under Review
CL04795,S045309,3678,Customs Issue,Closed
CL04796,S041548,10407,Damage,Under Review
CL04797,S050075,9700,Customs Issue,Closed
CL04798,S038190,1006,Damage,Under Review
CL04799,S051885,14939,Late Delivery,Under Review
CL04800,S075572,12433,Late Delivery,Closed
CL04801,S026602,1962,Damage,Closed
CL04802,S067242,3086,Damage,Open
CL04803,S027735,13389,Late Delivery,Under Review
CL04804,S032678,5834,Late Delivery,Closed
CL04805,S027751,4531,Customs Issue,Closed
CL04806,S042227,11621,Customs Issue,Open
CL04807,S086378,4890,Lost Container,Under Review
CL04808,S097876,14098,Lost Container,Open
CL04809,S020677,814,Late Delivery,Closed
CL04810,S066344,4368,Late Delivery,Under Review
CL04811,S064287,13167,Lost Container,Open
CL04812,S057009,1555,Damage,Closed
CL04813,S053793,8369,Customs Issue,Under Review
CL04814,S031366,9683,Damage,Open
CL04815,S035475,5217,Damage,Open
CL04816,S020185,13814,Lost Container,Open
CL04817,S061295,14497,Damage,Closed
CL04818,S052603,4729,Late Delivery,Closed
CL04819,S088228,4987,Damage,Under Review
CL04820,S033711,9319,Late Delivery,Closed
CL04821,S051704,2963,Damage,Under Review
CL04822,S035660,14533,Late Delivery,Under Review
CL04823,S035618,5036,Lost Container,Under Review
CL04824,S004194,1238,Damage,Closed
CL04825,S031008,653,Late Delivery,Closed
CL04826,S001033,4250,Late Delivery,Under Review
CL04827,S080491,3235,Late Delivery,Under Review
CL04828,S006773,5805,Customs Issue,Closed
CL04829,S001026,5718,Late Delivery,Under Review
CL04830,S007089,4561,Late Delivery,Closed
CL04831,S082373,12970,Damage,Open
CL04832,S080089,8469,Late Delivery,Closed
CL04833,S086375,6679,Late Delivery,Under Review
CL04834,S039088,2417,Customs Issue,Under Review
CL04835,S067354,7192,Damage,Under Review
CL04836,S084774,2671,Lost Container,Open
CL04837,S018243,7259,Customs Issue,Open
CL04838,S059005,14891,Late Delivery,Under Review
CL04839,S024829,13749,Late Delivery,Closed
CL04840,S010315,7572,Lost Container,Under Review
CL04841,S097781,4645,Lost Container,Closed
CL04842,S080907,12541,Customs Issue,Under Review
CL04843,S036569,8385,Customs Issue,Closed
CL04844,S061935,8971,Damage,Under Review
CL04845,S091098,14537,Customs Issue,Under Review
CL04846,S020546,9399,Damage,Under Review
CL04847,S094989,5249,Late Delivery,Closed
CL04848,S024801,12249,Customs Issue,Open
CL04849,S067722,14514,Lost Container,Open
CL04850,S057563,12713,Damage,Open
CL04851,S037404,9962,Customs Issue,Open
CL04852,S037141,11512,Late Delivery,Under Review
CL04853,S083201,5820,Damage,Closed
CL04854,S018713,12683,Customs Issue,Closed
CL04855,S059758,5654,Damage,Under Review
CL04856,S071595,8305,Customs Issue,Open
CL04857,S046514,1785,Customs Issue,Open
CL04858,S056207,10326,Customs Issue,Closed
CL04859,S058477,10966,Damage,Closed
CL04860,S031933,706,Late Delivery,Closed
CL04861,S047022,7514,Damage,Under Review
CL04862,S009481,562,Lost Container,Under Review
CL04863,S080669,5497,Customs Issue,Under Review
CL04864,S035615,3457,Lost Container,Closed
CL04865,S046891,2659,Lost Container,Closed
CL04866,S012265,2173,Lost Container,Under Review
CL04867,S028844,612,Lost Container,Open
CL04868,S012881,14822,Late Delivery,Closed
CL04869,S024946,13533,Late Delivery,Under Review
CL04870,S039455,14747,Damage,Open
CL04871,S048909,11895,Lost Container,Under Review
CL04872,S035962,3964,Late Delivery,Closed
CL04873,S092496,11802,Lost Container,Under Review
CL04874,S092231,5993,Customs Issue,Open
CL04875,S095529,6604,Damage,Open
CL04876,S047493,5770,Damage,Open
CL04877,S024111,10757,Lost Container,Under Review
CL04878,S072290,4171,Damage,Open
CL04879,S078383,13201,Customs Issue,Closed
CL04880,S060402,10407,Damage,Closed
CL04881,S094476,6312,Customs Issue,Under Review
CL04882,S027339,2391,Damage,Under Review
CL04883,S025343,13259,Damage,Under Review
CL04884,S020464,6329,Late Delivery,Closed
CL04885,S044405,6248,Damage,Closed
CL04886,S032670,4284,Late Delivery,Under Review
CL04887,S060628,8729,Lost Container,Under Review
CL04888,S064708,14729,Customs Issue,Open
CL04889,S027013,3518,Damage,Under Review
CL04890,S016794,2139,Late Delivery,Closed
CL04891,S000243,13444,Lost Container,Closed
CL04892,S072119,520,Lost Container,Under Review
CL04893,S060757,11435,Late Delivery,Under Review
CL04894,S082692,1349,Customs Issue,Under Review
CL04895,S060754,14010,Lost Container,Under Review
CL04896,S030803,8365,Customs Issue,Under Review
CL04897,S098318,10939,Lost Container,Closed
CL04898,S083485,8327,Lost Container,Closed
CL04899,S077972,14039,Lost Container,Closed
CL04900,S026294,6927,Lost Container,Open
CL04901,S004322,14006,Lost Container,Under Review
CL04902,S052571,5626,Customs Issue,Open
CL04903,S099376,6155,Late Delivery,Under Review
CL04904,S051916,9780,Lost Container,Under Review
CL04905,S082746,13209,Late Delivery,Under Review
